rank_eng,count_eng,token
1843,14,obligation
1844,14,occurs
1845,14,offered
1846,14,older
1847,14,openly
1848,14,paradigm
1849,14,paragraph
1850,14,party
1851,14,passages
1852,14,persepolis
1853,14,phrase
1854,14,possess
1855,14,produced
1856,14,progress
1857,14,pursue
1858,14,quest
1859,14,recognition
1860,14,reform
1861,14,relies
1862,14,repetition
1863,14,repressed
1864,14,resistance
1865,14,returns
1866,14,seeks
1867,14,sel
1868,14,shift
1869,14,silent
1870,14,solely
1871,14,spends
1872,14,stands
1873,14,striking
1874,14,table
1875,14,tarolfo
1876,14,task
1877,14,thee
1878,14,tree
1879,14,types
1880,14,ve
1881,14,versions
1882,14,viewer
1883,14,virtue
1884,14,wildness
1885,14,woods
1886,13,absolute
1887,13,abstract
1888,13,achieved
1889,13,acknowledges
1890,13,adultery
1891,13,affected
1892,13,albans
1893,13,allegory
1894,13,alternative
1895,13,anti
1896,13,anxieties
1897,13,anyone
1898,13,apartment
1899,13,arm
1900,13,attitude
1901,13,basic
1902,13,big
1903,13,blessed
1904,13,bodily
1905,13,bold
1906,13,boys
1907,13,business
1908,13,captain
1909,13,chest
1910,13,childhood
1911,13,communication
1912,13,confusion
1913,13,constant
1914,13,constraints
1915,13,continually
1916,13,contributes
1917,13,convention
1918,13,coverage
1919,13,covered
1920,13,critics
1921,13,dangerous
1922,13,der
1923,13,design
1924,13,determined
1925,13,develop
1926,13,dichotomy
1927,13,disordered
1928,13,downfall
1929,13,dynamic
1930,13,educational
1931,13,eight
1932,13,emotionally
1933,13,environmental
1934,13,etiquette
1935,13,everyday
1936,13,examine
1937,13,except
1938,13,expect
1939,13,external
1940,13,fail
1941,13,families
1942,13,fears
1943,13,followed
1944,13,forgiveness
1945,13,frames
1946,13,garden
1947,13,gaze
1948,13,goal
1949,13,healthy
1950,13,hear
1951,13,heavily
1952,13,houses
1953,13,http
1954,13,hurt
1955,13,implicitly
1956,13,initially
1957,13,integrated
1958,13,intellect
1959,13,intercourse
1960,13,ironically
1961,13,judgment
1962,13,kitty
1963,13,lacks
1964,13,learned
1965,13,learning
1966,13,lens
1967,13,leo
1968,13,lesson
1969,13,lifestyle
1970,13,likewise
1971,13,literal
1972,13,location
1973,13,majority
1974,13,materiality
1975,13,meat
1976,13,meeting
1977,13,mi
1978,13,narrows
1979,13,neill
1980,13,oath
1981,13,observe
1982,13,offa
1983,13,ondaatje
1984,13,opinion
1985,13,oppressive
1986,13,organizations
1987,13,origins
1988,13,overall
1989,13,overwhelming
1990,13,owen
1991,13,philosophy
1992,13,photographer
1993,13,photography
1994,13,pi
1995,13,placed
1996,13,portrays
1997,13,pre
1998,13,presentation
1999,13,probably
2000,13,promises
2001,13,provided
2002,13,pt
2003,13,range
2004,13,rebecca
2005,13,received
2006,13,refer
2007,13,regardless
2008,13,reinforces
2009,13,relevant
2010,13,reports
2011,13,responds
2012,13,revolution
2013,13,richardson
2014,13,rights
2015,13,rooted
2016,13,sentiment
2017,13,servant
2018,13,shape
2019,13,shrike
2020,13,situations
2021,13,skills
2022,13,soldiers
2023,13,struggling
2024,13,subjectivity
2025,13,subsequent
2026,13,suffer
2027,13,suggested
2028,13,sweet
2029,13,television
2030,13,ten
2031,13,tied
2032,13,touch
2033,13,transition
2034,13,troubles
2035,13,turned
2036,13,turning
2037,13,unaids
2038,13,valuable
2039,13,viewing
2040,13,vulnerable
2041,13,won
2042,13,wonder
2043,13,www
2044,13,xury
2045,12,absent
2046,12,accepts
2047,12,actively
2048,12,adds
2049,12,ages
2050,12,apparently
2051,12,applied
2052,12,areas
2053,12,aside
2054,12,asleep
2055,12,assuming
2056,12,attachment
2057,12,authentic
2058,12,background
2059,12,begun
2060,12,belong
2061,12,biblical
2062,12,centuries
2063,12,challenges
2064,12,circe
2065,12,colonized
2066,12,combat
2067,12,constituted
2068,12,construct
2069,12,contained
2070,12,court
2071,12,cuba
2072,12,culturally
2073,12,cultures
2074,12,debate
2075,12,decisions
2076,12,deliberate
2077,12,demetrius
2078,12,develops
2079,12,difficulty
2080,12,digital
2081,12,displacement
2082,12,display
2083,12,distinct
2084,12,drawing
2085,12,drawn
2086,12,editor
2087,12,eloi
2088,12,engage
2089,12,engagement
2090,12,essential
2091,12,ethics
2092,12,eventual
2093,12,existential
2094,12,extremely
2095,12,familial
2096,12,forest
2097,12,fre
2098,12,fulfillment
2099,12,gains
2100,12,gen
2101,12,gilmore
2102,12,grade
2103,12,grief
2104,12,guitar
2105,12,hacohen
2106,12,heal
2107,12,heterosexual
2108,12,highly
2109,12,histories
2110,12,holding
2111,12,homosexual
2112,12,ignore
2113,12,iii
2114,12,immigrants
2115,12,implication
2116,12,inclusion
2117,12,increase
2118,12,increasingly
2119,12,influences
2120,12,innocent
2121,12,instances
2122,12,instinct
2123,12,jael
2124,12,joseph
2125,12,kinds
2126,12,knock
2127,12,lager
2128,12,leader
2129,12,lessons
2130,12,limits
2131,12,listening
2132,12,loving
2133,12,lying
2134,12,madness
2135,12,magazine
2136,12,maintains
2137,12,marked
2138,12,master
2139,12,maybe
2140,12,medical
2141,12,medieval
2142,12,mentioned
2143,12,met
2144,12,minds
2145,12,monastery
2146,12,morton
2147,12,observations
2148,12,observes
2149,12,opportunities
2150,12,options
2151,12,participate
2152,12,passions
2153,12,pay
2154,12,photograph
2155,12,pictures
2156,12,played
2157,12,poems
2158,12,polite
2159,12,praise
2160,12,pregnancy
2161,12,prejudice
2162,12,press
2163,12,problematic
2164,12,profile
2165,12,program
2166,12,progression
2167,12,projects
2168,12,promised
2169,12,protagonists
2170,12,psychic
2171,12,purity
2172,12,purposes
2173,12,reactions
2174,12,realistic
2175,12,recognized
2176,12,referring
2177,12,relate
2178,12,relative
2179,12,remembering
2180,12,resist
2181,12,revealed
2182,12,revealing
2183,12,richard
2184,12,ritual
2185,12,royal
2186,12,running
2187,12,sacrifice
2188,12,safe
2189,12,saving
2190,12,sell
2191,12,sentimental
2192,12,shifts
2193,12,shown
2194,12,sisera
2195,12,sontag
2196,12,spend
2197,12,standing
2198,12,stresses
2199,12,subtle
2200,12,superficial
2201,12,survival
2202,12,tend
2203,12,terror
2204,12,textbooks
2205,12,thematic
2206,12,tommy
2207,12,transmission
2208,12,unfortunately
2209,12,veil
2210,12,viii
2211,12,watch
2212,12,watching
2213,12,water
2214,12,wide
2215,12,writings
2216,11,accepting
2217,11,afraid
2218,11,arguably
2219,11,arguments
2220,11,assumption
2221,11,available
2222,11,avoid
2223,11,bar
2224,11,bartholomae
2225,11,beckett
2226,11,biological
2227,11,breaking
2228,11,butler
2229,11,carefully
2230,11,catherine
2231,11,changing
2232,11,chicago
2233,11,clara
2234,11,commandments
2235,11,complexity
2236,11,consequence
2237,11,considers
2238,11,constructs
2239,11,contains
2240,11,contexts
2241,11,continuous
2242,11,contradictions
2243,11,contradictory
2244,11,cosmic
2245,11,critiques
2246,11,cross
2247,11,deeper
2248,11,defoe
2249,11,dependent
2250,11,depiction
2251,11,detail
2252,11,differences
2253,11,dollars
2254,11,dress
2255,11,dying
2256,11,emerge
2257,11,emerges
2258,11,encounters
2259,11,encourages
2260,11,entitled
2261,11,episode
2262,11,essence
2263,11,estate
2264,11,everyman
2265,11,explaining
2266,11,expression
2267,11,finland
2268,11,fire
2269,11,firmly
2270,11,forget
2271,11,forgetting
2272,11,foundation
2273,11,frequently
2274,11,got
2275,11,governments
2276,11,graphic
2277,11,greatest
2278,11,grey
2279,11,grow
2280,11,guilty
2281,11,hamm
2282,11,hickey
2283,11,holy
2284,11,honors
2285,11,horror
2286,11,household
2287,11,ideals
2288,11,ill
2289,11,imagery
2290,11,immigration
2291,11,inferior
2292,11,initiative
2293,11,intense
2294,11,interpret
2295,11,interpreted
2296,11,intimacy
2297,11,invention
2298,11,ish
2299,11,keeps
2300,11,kill
2301,11,leaders
2302,11,ledgers
2303,11,legacy
2304,11,liberal
2305,11,local
2306,11,longing
2307,11,lorenzo
2308,11,manifested
2309,11,marks
2310,11,meets
2311,11,mercy
2312,11,moses
2313,11,moved
2314,11,nena
2315,11,nerves
2316,11,nevertheless
2317,11,obedient
2318,11,option
2319,11,oral
2320,11,ownership
2321,11,parallels
2322,11,parent
2323,11,passion
2324,11,pathological
2325,11,pepfar
2326,11,perfection
2327,11,personality
2328,11,philosophical
2329,11,portrayed
2330,11,poverty
2331,11,powers
2332,11,pregnant
2333,11,presumably
2334,11,products
2335,11,psychoanalytic
2336,11,putting
2337,11,raised
2338,11,region
2339,11,repeated
2340,11,representing
2341,11,resume
2342,11,revenge
2343,11,reward
2344,11,richardavedon
2345,11,robinson
2346,11,runs
2347,11,sake
2348,11,salvation
2349,11,secular
2350,11,serious
2351,11,serving
2352,11,seven
2353,11,shame
2354,11,signs
2355,11,somehow
2356,11,starting
2357,11,stays
2358,11,sure
2359,11,surely
2360,11,sword
2361,11,taught
2362,11,team
2363,11,tears
2364,11,tendency
2365,11,thersites
2366,11,travel
2367,11,treatise
2368,11,triumph
2369,11,troubling
2370,11,trust
2371,11,twentieth
2372,11,twenty
2373,11,typical
2374,11,unclear
2375,11,undoubtedly
2376,11,unfortunate
2377,11,usually
2378,11,versus
2379,11,vows
2380,11,walking
2381,11,webster
2382,11,wholly
2383,11,winter
2384,11,witnesses
2385,11,worse
2386,11,wright
2387,10,absurd
2388,10,abuse
2389,10,acceptable
2390,10,accounts
2391,10,addresses
2392,10,ads
2393,10,agenda
2394,10,agree
2395,10,alienation
2396,10,appeal
2397,10,attached
2398,10,attempted
2399,10,authorities
2400,10,baal
2401,10,beast
2402,10,bedroom
2403,10,believed
2404,10,belonging
2405,10,bible
2406,10,boundaries
2407,10,boylan
2408,10,brief
2409,10,camera
2410,10,cash
2411,10,category
2412,10,charity
2413,10,christians
2414,10,collection
2415,10,communicate
2416,10,complicated
2417,10,confession
2418,10,confidence
2419,10,connect
2420,10,consciously
2421,10,couldn
2422,10,crisis
2423,10,declaration
2424,10,declares
2425,10,delusion
2426,10,demise
2427,10,demonstrate
2428,10,demonstrated
2429,10,denial
2430,10,dependence
2431,10,dies
2432,10,differently
2433,10,doctor
2434,10,dominance
2435,10,dominant
2436,10,doubt
2437,10,drives
2438,10,duty
2439,10,eating
2440,10,echo
2441,10,effectively
2442,10,elliot
2443,10,enact
2444,10,encourage
2445,10,enjoy
2446,10,equally
2447,10,establishing
2448,10,et
2449,10,examining
2450,10,exception
2451,10,explanation
2452,10,exploration
2453,10,explored
2454,10,failing
2455,10,fallen
2456,10,feature
2457,10,fellow
2458,10,fiction
2459,10,forcing
2460,10,format
2461,10,formed
2462,10,franklin
2463,10,friar
2464,10,getting
2465,10,girls
2466,10,guided
2467,10,harré
2468,10,helen
2469,10,helped
2470,10,helping
2471,10,heterosexuality
2472,10,highlight
2473,10,homes
2474,10,honest
2475,10,hour
2476,10,identify
2477,10,ideology
2478,10,imitate
2479,10,imply
2480,10,influenced
2481,10,innocence
2482,10,insist
2483,10,interiority
2484,10,introductions
2485,10,ireland
2486,10,lacking
2487,10,laub
2488,10,learns
2489,10,letting
2490,10,libido
2491,10,loses
2492,10,low
2493,10,lust
2494,10,maintaining
2495,10,martyrs
2496,10,mass
2497,10,medium
2498,10,method
2499,10,models
2500,10,moreover
2501,10,necessity
2502,10,nineteenth
2503,10,norms
2504,10,notice
2505,10,objective
2506,10,odysseus
2507,10,oliver
2508,10,oppression
2509,10,ordinary
2510,10,originally
2511,10,orville
2512,10,ourselves
2513,10,pageant
2514,10,pair
2515,10,papers
2516,10,peoples
2517,10,persecution
2518,10,phrases
2519,10,polonius
2520,10,portray
2521,10,positioned
2522,10,pressure
2523,10,prior
2524,10,productive
2525,10,progresses
2526,10,racism
2527,10,readings
2528,10,recent
2529,10,referenced
2530,10,remembers
2531,10,resembles
2532,10,resolution
2533,10,respective
2534,10,returning
2535,10,revelation
2536,10,root
2537,10,rose
2538,10,scholars
2539,10,schools
2540,10,scientific
2541,10,scripture
2542,10,secrets
2543,10,senior
2544,10,separated
2545,10,signifies
2546,10,sincere
2547,10,socially
2548,10,sole
2549,10,solution
2550,10,spread
2551,10,start
2552,10,stating
2553,10,steps
2554,10,subjective
2555,10,surroundings
2556,10,tape
2557,10,taylor
2558,10,technical
2559,10,tense
2560,10,thesis
2561,10,thy
2562,10,tomb
2563,10,treated
2564,10,trouble
2565,10,unknown
2566,10,upper
2567,10,vain
2568,10,vehicle
2569,10,vice
2570,10,viewers
2571,10,virgin
2572,10,visible
2573,10,vulgar
2574,10,walk
2575,10,wanting
2576,10,weeks
2577,10,weight
2578,10,williams
2579,10,window
2580,9,absurdity
2581,9,achieves
2582,9,actors
2583,9,added
2584,9,admits
2585,9,aesthetics
2586,9,affect
2587,9,affirmation
2588,9,ajax
2589,9,altogether
2590,9,ambiguous
2591,9,andrea
2592,9,antagonistic
2593,9,appeals
2594,9,apply
2595,9,argued
2596,9,arms
2597,9,arthur
2598,9,assertion
2599,9,assignment
2600,9,assimilation
2601,9,association
2602,9,attack
2603,9,belongs
2604,9,betty
2605,9,cat
2606,9,cattle
2607,9,celtic
2608,9,chain
2609,9,characterization
2610,9,choosing
2611,9,chosen
2612,9,cities
2613,9,civilization
2614,9,classes
2615,9,classrooms
2616,9,comment
2617,9,confronts
2618,9,conjunction
2619,9,consent
2620,9,considering
2621,9,consistent
2622,9,constitutes
2623,9,contemplation
2624,9,controlled
2625,9,conventional
2626,9,cover
2627,9,cruelty
2628,9,decades
2629,9,decides
2630,9,defiance
2631,9,deliberately
2632,9,depicts
2633,9,developing
2634,9,devoted
2635,9,differs
2636,9,directed
2637,9,discover
2638,9,discusses
2639,9,disobedience
2640,9,documentary
2641,9,dominate
2642,9,drive
2643,9,du
2644,9,echoes
2645,9,ellison
2646,9,embodiment
2647,9,employs
2648,9,essays
2649,9,ethically
2650,9,existing
2651,9,explores
2652,9,exposed
2653,9,falling
2654,9,false
2655,9,flood
2656,9,followers
2657,9,foolish
2658,9,fourth
2659,9,frontier
2660,9,fulfilling
2661,9,gentlewoman
2662,9,goals
2663,9,grandmother
2664,9,gratification
2665,9,greek
2666,9,growing
2667,9,h
2668,9,heard
2669,9,hide
2670,9,hints
2671,9,hoffmann
2672,9,hotel
2673,9,hrothulf
2674,9,humanitarian
2675,9,illusion
2676,9,imagines
2677,9,imitation
2678,9,imposed
2679,9,increasing
2680,9,infection
2681,9,influential
2682,9,institutional
2683,9,instruction
2684,9,intergenerational
2685,9,japanese
2686,9,judaism
2687,9,juxtaposition
2688,9,kishlansky
2689,9,kolk
2690,9,landscape
2691,9,leadership
2692,9,legislation
2693,9,linguistic
2694,9,losing
2695,9,lot
2696,9,lysander
2697,9,machine
2698,9,marlowe
2699,9,meaningful
2700,9,mediated
2701,9,mentally
2702,9,midsummer
2703,9,mine
2704,9,mistake
2705,9,morning
2706,9,motivated
2707,9,mourning
2708,9,muse
2709,9,music
2710,9,namely
2711,9,nathanael
2712,9,obtain
2713,9,obviously
2714,9,outcome
2715,9,overarching
2716,9,patriotic
2717,9,payne
2718,9,pemberley
2719,9,perceived
2720,9,perfectly
2721,9,performative
2722,9,performs
2723,9,persistence
2724,9,petrosky
2725,9,pity
2726,9,pleyel
2727,9,polanski
2728,9,portion
2729,9,posits
2730,9,possibilities
2731,9,possibly
2732,9,powther
2733,9,prince
2734,9,producing
2735,9,product
2736,9,professor
2737,9,progressive
2738,9,prominent
2739,9,promote
2740,9,punished
2741,9,quotes
2742,9,reaches
2743,9,recognizing
2744,9,referred
2745,9,reflecting
2746,9,regards
2747,9,regulated
2748,9,reproduce
2749,9,required
2750,9,respond
2751,9,rewarded
2752,9,ridiculous
2753,9,rosa
2754,9,safety
2755,9,scared
2756,9,screen
2757,9,search
2758,9,season
2759,9,seasons
2760,9,selves
2761,9,served
2762,9,sexualized
2763,9,sheet
2764,9,significantly
2765,9,situated
2766,9,skill
2767,9,snow
2768,9,societies
2769,9,soldier
2770,9,solitary
2771,9,sons
2772,9,sought
2773,9,sounds
2774,9,south
2775,9,spectacle
2776,9,spectator
2777,9,standards
2778,9,started
2779,9,station
2780,9,stood
2781,9,struck
2782,9,substance
2783,9,suddenly
2784,9,sun
2785,9,surprising
2786,9,surprisingly
2787,9,sympathetic
2788,9,synonymous
2789,9,thirty
2790,9,tie
2791,9,topic
2792,9,traits
2793,9,typically
2794,9,understands
2795,9,unified
2796,9,unknowing
2797,9,unnamed
2798,9,vanity
2799,9,vast
2800,9,verse
2801,9,virtuous
2802,9,visits
2803,9,walls
2804,9,whenever
2805,9,wherein
2806,9,widely
2807,9,workers
2808,9,worries
2809,9,worthy
2810,9,zone
2811,8,abimelech
2812,8,activities
2813,8,adaptation
2814,8,admit
2815,8,africa
2816,8,aim
2817,8,aims
2818,8,alive
2819,8,allegorical
2820,8,ambiguity
2821,8,angry
2822,8,area
2823,8,arises
2824,8,aristotle
2825,8,arrival
2826,8,assertions
2827,8,assumes
2828,8,assurance
2829,8,attain
2830,8,attend
2831,8,audiences
2832,8,autobiography
2833,8,balance
2834,8,barn
2835,8,beat
2836,8,beating
2837,8,bell
2838,8,benefits
2839,8,billion
2840,8,bingley
2841,8,blasted
2842,8,blind
2843,8,breasts
2844,8,bright
2845,8,broader
2846,8,builds
2847,8,bullock
2848,8,burden
2849,8,cantu
2850,8,captions
2851,8,capture
2852,8,carriage
2853,8,cast
2854,8,cate
2855,8,catholic
2856,8,charged
2857,8,civil
2858,8,clean
2859,8,clerk
2860,8,code
2861,8,codes
2862,8,coherent
2863,8,combination
2864,8,commands
2865,8,commentary
2866,8,compelling
2867,8,composed
2868,8,concise
2869,8,confess
2870,8,confined
2871,8,connotations
2872,8,conversely
2873,8,convey
2874,8,core
2875,8,correspondents
2876,8,crimes
2877,8,criticized
2878,8,dealing
2879,8,decide
2880,8,deeds
2881,8,deemed
2882,8,definitely
2883,8,depicted
2884,8,deployed
2885,8,designed
2886,8,desk
2887,8,destroy
2888,8,detailed
2889,8,determination
2890,8,determine
2891,8,developed
2892,8,devitt
2893,8,diagnostic
2894,8,differ
2895,8,dignity
2896,8,disturbing
2897,8,douglass
2898,8,dr
2899,8,dressed
2900,8,educated
2901,8,ended
2902,8,enemy
2903,8,energy
2904,8,engaged
2905,8,engaging
2906,8,entity
2907,8,establishes
2908,8,examined
2909,8,explained
2910,8,favorite
2911,8,featured
2912,8,fell
2913,8,ficino
2914,8,fictional
2915,8,fine
2916,8,fitting
2917,8,five
2918,8,fixation
2919,8,folk
2920,8,foot
2921,8,formal
2922,8,fractured
2923,8,fundamentally
2924,8,goods
2925,8,graphics
2926,8,greatly
2927,8,greeks
2928,8,gregory
2929,8,grew
2930,8,helpful
2931,8,historically
2932,8,homoerotic
2933,8,homosexuality
